layer4_pool_role,layer4_pool_variant,pool_size_target,snapshot_date,selected_count,shortfall_count,is_layer4_primary_pool,reference_only,two_plus_opportunity_share,neutral_medium_high_share,high_exhaustion_or_breakdown_share,avg_traded_value_rank_20d,period,fallback_00631L_is_ordinary_stock_pool_member
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2015-12-31,80,0,True,False,1.0,1.0,0.0125,118.1375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-01-08,80,0,True,False,1.0,1.0,0.0125,122.8125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-01-15,80,0,True,False,1.0,1.0,0.0,123.375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-01-22,80,0,True,False,1.0,1.0,0.025,128.875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-01-29,80,0,True,False,1.0,1.0,0.0375,128.05,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-02-03,80,0,True,False,1.0,1.0,0.0,141.0125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-02-19,80,0,True,False,1.0,1.0,0.0125,127.8875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-02-26,80,0,True,False,1.0,1.0,0.075,140.775,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-03-04,80,0,True,False,1.0,1.0,0.05,129.85,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-03-11,80,0,True,False,0.975,1.0,0.05,141.025,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-03-18,80,0,True,False,0.9875,1.0,0.05,133.95,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-03-25,80,0,True,False,1.0,1.0,0.025,156.225,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-04-01,80,0,True,False,1.0,1.0,0.0375,135.55,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-04-08,80,0,True,False,1.0,1.0,0.0125,140.3125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-04-15,80,0,True,False,1.0,1.0,0.0125,137.5,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-04-22,80,0,True,False,1.0,1.0,0.0,117.1875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-04-29,80,0,True,False,1.0,1.0,0.0,123.6375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-05-06,80,0,True,False,1.0,1.0,0.0,115.7625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-05-13,80,0,True,False,1.0,1.0,0.0,127.0625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-05-20,80,0,True,False,1.0,1.0,0.025,132.275,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-05-27,80,0,True,False,1.0,1.0,0.0125,126.05,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-06-03,80,0,True,False,1.0,1.0,0.0125,123.7375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-06-08,80,0,True,False,1.0,1.0,0.0125,121.375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-06-17,80,0,True,False,1.0,1.0,0.0125,110.525,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-06-24,80,0,True,False,1.0,1.0,0.0125,116.725,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-07-01,80,0,True,False,1.0,1.0,0.0,114.8,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-07-07,80,0,True,False,1.0,1.0,0.0,111.975,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-07-15,80,0,True,False,1.0,1.0,0.025,123.4125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-07-22,80,0,True,False,1.0,1.0,0.0125,121.25,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-07-29,80,0,True,False,1.0,1.0,0.0,118.6375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-08-05,80,0,True,False,1.0,1.0,0.0125,129.0625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-08-12,80,0,True,False,1.0,1.0,0.0,131.775,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-08-19,80,0,True,False,1.0,1.0,0.0,119.4625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-08-26,80,0,True,False,1.0,1.0,0.0125,127.275,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-09-02,80,0,True,False,1.0,1.0,0.0,126.4125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-09-09,80,0,True,False,1.0,1.0,0.025,126.675,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-09-14,80,0,True,False,1.0,1.0,0.0125,122.9,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-09-23,80,0,True,False,1.0,1.0,0.0,125.875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-09-30,80,0,True,False,1.0,1.0,0.0375,122.5,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-10-07,80,0,True,False,1.0,1.0,0.0125,122.35,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-10-14,80,0,True,False,1.0,1.0,0.0,116.35,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-10-21,80,0,True,False,1.0,1.0,0.025,106.1125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-10-28,80,0,True,False,1.0,1.0,0.025,116.2125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-11-04,80,0,True,False,1.0,1.0,0.0,119.7625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-11-11,80,0,True,False,1.0,1.0,0.0,138.0,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-11-18,80,0,True,False,1.0,1.0,0.0,131.0375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-11-25,80,0,True,False,1.0,1.0,0.025,141.7375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-12-02,80,0,True,False,1.0,1.0,0.0375,149.5,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-12-09,80,0,True,False,0.975,1.0,0.0875,132.675,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-12-16,80,0,True,False,1.0,1.0,0.0,128.5625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-12-23,80,0,True,False,1.0,1.0,0.0125,119.2,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2016-12-30,80,0,True,False,1.0,1.0,0.0625,113.725,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-01-06,80,0,True,False,1.0,1.0,0.0375,117.1,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-01-13,80,0,True,False,1.0,1.0,0.025,116.8125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-01-20,80,0,True,False,1.0,1.0,0.0,121.075,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-01-24,80,0,True,False,1.0,1.0,0.0125,102.0375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-02-03,80,0,True,False,1.0,1.0,0.025,107.4625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-02-10,80,0,True,False,1.0,1.0,0.05,120.9,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-02-17,80,0,True,False,1.0,1.0,0.0375,137.3125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-02-24,80,0,True,False,1.0,1.0,0.0125,133.6875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-03-03,80,0,True,False,1.0,1.0,0.1625,135.175,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-03-10,80,0,True,False,1.0,1.0,0.0625,131.025,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-03-17,80,0,True,False,0.9625,1.0,0.05,155.875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-03-24,80,0,True,False,1.0,1.0,0.1125,133.2875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-03-31,80,0,True,False,1.0,1.0,0.025,122.4625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-04-07,80,0,True,False,1.0,1.0,0.025,106.8625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-04-14,80,0,True,False,1.0,1.0,0.0875,114.2125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-04-21,80,0,True,False,1.0,1.0,0.0125,104.8875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-04-28,80,0,True,False,1.0,1.0,0.0375,102.8875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-05-05,80,0,True,False,1.0,1.0,0.0125,108.6625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-05-12,80,0,True,False,1.0,1.0,0.0375,102.3375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-05-19,80,0,True,False,1.0,1.0,0.0375,105.875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-05-26,80,0,True,False,1.0,1.0,0.0125,106.15,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-06-02,80,0,True,False,1.0,1.0,0.0125,109.875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-06-09,80,0,True,False,1.0,1.0,0.0125,93.45,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-06-16,80,0,True,False,1.0,1.0,0.025,102.925,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-06-23,80,0,True,False,1.0,1.0,0.025,97.9125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-06-30,80,0,True,False,1.0,1.0,0.0,91.25,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-07-07,80,0,True,False,1.0,1.0,0.0,100.8125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-07-14,80,0,True,False,1.0,1.0,0.0125,81.4125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-07-21,80,0,True,False,1.0,1.0,0.025,94.7,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-07-28,80,0,True,False,1.0,1.0,0.0125,97.775,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-08-04,80,0,True,False,1.0,1.0,0.0125,114.5625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-08-11,80,0,True,False,1.0,1.0,0.0625,113.6375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-08-18,80,0,True,False,1.0,1.0,0.025,110.65,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-08-25,80,0,True,False,1.0,1.0,0.0375,117.7,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-09-01,80,0,True,False,1.0,1.0,0.0125,108.475,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-09-08,80,0,True,False,1.0,1.0,0.0125,120.3625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-09-15,80,0,True,False,1.0,1.0,0.0125,110.1,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-09-22,80,0,True,False,1.0,1.0,0.0375,121.9375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-09-29,80,0,True,False,1.0,1.0,0.0625,128.9625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-10-06,80,0,True,False,1.0,1.0,0.0375,127.5,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-10-13,80,0,True,False,1.0,1.0,0.0125,152.9875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-10-20,80,0,True,False,1.0,1.0,0.0,140.1125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-10-27,80,0,True,False,1.0,1.0,0.0375,128.1625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-11-03,80,0,True,False,1.0,1.0,0.0,139.2125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-11-10,80,0,True,False,1.0,1.0,0.0,130.475,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-11-17,80,0,True,False,1.0,1.0,0.0,114.7625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-11-24,80,0,True,False,1.0,1.0,0.0125,134.8125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-12-01,80,0,True,False,0.9875,1.0,0.0,141.7625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-12-08,80,0,True,False,1.0,1.0,0.0,134.6,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-12-15,80,0,True,False,1.0,1.0,0.05,143.5625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-12-22,80,0,True,False,1.0,1.0,0.05,128.6625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2017-12-29,80,0,True,False,1.0,1.0,0.0375,147.975,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-01-05,80,0,True,False,0.9875,1.0,0.1,134.05,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-01-12,80,0,True,False,1.0,1.0,0.0125,138.925,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-01-19,80,0,True,False,1.0,1.0,0.0,119.1,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-01-26,80,0,True,False,1.0,1.0,0.0,123.3,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-02-02,80,0,True,False,1.0,1.0,0.0,122.4625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-02-09,80,0,True,False,1.0,1.0,0.0125,113.8875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-02-12,80,0,True,False,1.0,1.0,0.025,124.3625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-02-23,80,0,True,False,1.0,1.0,0.0375,104.9,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-03-02,80,0,True,False,1.0,1.0,0.0375,126.075,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-03-09,80,0,True,False,0.9625,1.0,0.0125,109.725,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-03-16,80,0,True,False,1.0,1.0,0.1125,123.725,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-03-23,80,0,True,False,1.0,1.0,0.0,114.3125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-03-30,80,0,True,False,1.0,1.0,0.025,130.7625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-04-03,80,0,True,False,1.0,1.0,0.0375,134.825,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-04-13,80,0,True,False,1.0,1.0,0.05,126.25,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-04-20,80,0,True,False,1.0,1.0,0.0375,131.875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-04-27,80,0,True,False,1.0,1.0,0.025,138.1875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-05-04,80,0,True,False,1.0,1.0,0.0,138.85,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-05-11,80,0,True,False,1.0,1.0,0.025,127.55,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-05-18,80,0,True,False,1.0,1.0,0.025,131.9125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-05-25,80,0,True,False,0.9625,1.0,0.1,142.525,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-06-01,80,0,True,False,1.0,1.0,0.05,119.3625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-06-08,80,0,True,False,1.0,1.0,0.1125,103.2625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-06-15,80,0,True,False,1.0,1.0,0.1375,129.1875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-06-22,80,0,True,False,1.0,1.0,0.0125,143.6125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-06-29,80,0,True,False,1.0,1.0,0.0,130.8625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-07-06,80,0,True,False,1.0,1.0,0.0125,136.5,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-07-13,80,0,True,False,1.0,1.0,0.0375,139.1375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-07-20,80,0,True,False,1.0,1.0,0.05,153.8375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-07-27,80,0,True,False,1.0,1.0,0.0,138.9,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-08-03,80,0,True,False,1.0,1.0,0.025,132.4,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-08-10,80,0,True,False,1.0,1.0,0.0375,136.325,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-08-17,80,0,True,False,1.0,1.0,0.0125,133.5375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-08-24,80,0,True,False,1.0,1.0,0.0,135.5125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-08-31,80,0,True,False,1.0,1.0,0.025,112.9625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-09-07,80,0,True,False,1.0,1.0,0.0,136.325,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-09-14,80,0,True,False,1.0,1.0,0.0,116.9625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-09-21,80,0,True,False,1.0,1.0,0.0,134.875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-09-28,80,0,True,False,1.0,1.0,0.0,141.1125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-10-05,80,0,True,False,1.0,1.0,0.025,135.4875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-10-12,80,0,True,False,1.0,1.0,0.0,104.6875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-10-19,80,0,True,False,1.0,1.0,0.0375,102.15,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-10-26,80,0,True,False,1.0,1.0,0.0375,105.3375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-11-02,80,0,True,False,1.0,1.0,0.05,105.7625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-11-09,80,0,True,False,1.0,1.0,0.0875,118.825,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-11-16,80,0,True,False,1.0,1.0,0.1125,119.7,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-11-23,80,0,True,False,1.0,1.0,0.1125,121.05,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-11-30,80,0,True,False,1.0,1.0,0.1,112.075,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-12-07,80,0,True,False,1.0,1.0,0.1125,137.25,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-12-14,80,0,True,False,0.9875,1.0,0.1875,137.65,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-12-21,80,0,True,False,1.0,1.0,0.15,115.4625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2018-12-28,80,0,True,False,1.0,1.0,0.025,140.775,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-01-04,80,0,True,False,1.0,1.0,0.0125,140.8375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-01-11,80,0,True,False,1.0,1.0,0.0375,127.95,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-01-18,80,0,True,False,1.0,1.0,0.025,136.0625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-01-25,80,0,True,False,1.0,1.0,0.05,126.7625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-01-30,80,0,True,False,1.0,1.0,0.075,126.0,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-02-15,80,0,True,False,1.0,1.0,0.0125,128.65,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-02-22,80,0,True,False,1.0,1.0,0.0375,114.4875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-02-27,80,0,True,False,1.0,1.0,0.0,119.5,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-03-08,80,0,True,False,1.0,1.0,0.0,112.3875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-03-15,80,0,True,False,1.0,1.0,0.0375,126.625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-03-22,80,0,True,False,1.0,1.0,0.025,117.6125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-03-29,80,0,True,False,1.0,1.0,0.0125,120.4625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-04-03,80,0,True,False,1.0,1.0,0.0125,122.3125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-04-12,80,0,True,False,1.0,1.0,0.0,103.8875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-04-19,80,0,True,False,1.0,1.0,0.0,116.4375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-04-26,80,0,True,False,1.0,1.0,0.0125,107.7875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-05-03,80,0,True,False,1.0,1.0,0.0,116.45,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-05-10,80,0,True,False,1.0,1.0,0.025,114.775,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-05-17,80,0,True,False,1.0,1.0,0.0125,122.45,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-05-24,80,0,True,False,1.0,1.0,0.025,126.1375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-05-31,80,0,True,False,1.0,1.0,0.0125,124.775,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-06-06,80,0,True,False,1.0,1.0,0.0375,127.2125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-06-14,80,0,True,False,1.0,1.0,0.0,138.375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-06-21,80,0,True,False,1.0,1.0,0.0,124.8625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-06-28,80,0,True,False,1.0,1.0,0.025,130.4875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-07-05,80,0,True,False,1.0,1.0,0.075,120.825,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-07-12,80,0,True,False,1.0,1.0,0.0625,118.9875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-07-19,80,0,True,False,1.0,1.0,0.075,119.55,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-07-26,80,0,True,False,1.0,1.0,0.025,122.7625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-08-02,80,0,True,False,1.0,1.0,0.025,138.5625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-08-08,80,0,True,False,1.0,1.0,0.0375,136.3375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-08-16,80,0,True,False,1.0,1.0,0.0375,125.75,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-08-23,80,0,True,False,1.0,1.0,0.0375,134.4375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-08-30,80,0,True,False,1.0,1.0,0.0125,130.825,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-09-06,80,0,True,False,1.0,1.0,0.025,103.6625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-09-12,80,0,True,False,1.0,1.0,0.0,119.3625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-09-20,80,0,True,False,1.0,1.0,0.0,119.3125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-09-27,80,0,True,False,1.0,1.0,0.0,110.1625,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-10-04,80,0,True,False,1.0,1.0,0.0,119.225,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-10-09,80,0,True,False,1.0,1.0,0.0,115.75,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-10-18,80,0,True,False,1.0,1.0,0.025,115.175,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-10-25,80,0,True,False,1.0,1.0,0.0125,112.4875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-11-01,80,0,True,False,1.0,1.0,0.025,105.7,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-11-08,80,0,True,False,1.0,1.0,0.0375,103.0375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-11-15,80,0,True,False,1.0,1.0,0.0,112.8875,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-11-22,80,0,True,False,1.0,1.0,0.0,119.35,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-11-29,80,0,True,False,1.0,1.0,0.0,126.4125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-12-06,80,0,True,False,1.0,1.0,0.0,121.9125,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-12-13,80,0,True,False,1.0,1.0,0.025,102.4375,P1,False
primary_80_pool,C_risk_aware_retention_constrained_quota_80,80,2019-12-20,80,0,True,False,1.0,1.0,0.025,113.8,P1,False
